mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
7.25630784034729,0.6969651113816997,1.2649324735005696,0.30180254169298765,,2,50,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 50}",0.7202182479539254,0.724765080327372,0.7179580453498242,0.7209804578770406,0.00283074245520629,8
13.560054937998453,0.7701768479859828,1.5690937042236328,0.23561107902750034,,2,100,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 100}",0.7240375871476205,0.7259169445286451,0.7205650539590154,0.7235065285450938,0.002216934910608359,7
7.004480838775635,0.8467692559052502,0.9558893044789633,0.16160443454661255,,5,50,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 50}",0.7295544104274022,0.73513185813883,0.7314174851461137,0.732034584570782,0.0023184174945239575,6
11.968312660853067,0.4664768890714118,1.20756729443868,0.14929932645733857,,5,100,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 100}",0.7319793876932403,0.7384662018793574,0.7315993694676852,0.7340149863467609,0.003151305893452135,5
3.2971414724985757,0.24896557932319047,0.4983532428741455,0.13494273975952084,10,2,50,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 50}",0.7438617762958473,0.7507729615034859,0.7462713714077847,0.7469687030690393,0.002864242055403372,3
7.215367158253987,0.10389603587616864,0.5560957590738932,0.142248890646006,10,2,100,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 100}",0.7445892694755987,0.751864201273113,0.7452406935855462,0.7472313881114193,0.003286670725432979,2
3.4147260189056396,0.5751938439222992,0.32360204060872394,0.08977775456380577,10,5,50,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 50}",0.7435586541376175,0.7490754774173992,0.7454225779071177,0.7460189031540448,0.0022913660590977098,4
4.705946286519368,0.1614568064105082,0.32639090220133465,0.01004018460574363,10,5,100,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.7441042740224311,0.7512579569566535,0.7464532557293562,0.7472718289028135,0.002977285274773489,1
